05028,"2859199,981","ΑΤΤΙΚΗΣ ΑΧΑΡΝΩΝ"
19094,"833368,393","ΘΕΣΣΑΛΟΝΙΚΗΣ ΠΕΡΑΙΑΣ"
31013,"71397,182","ΛΑΡΙΣΑΣ ΑΜΠΕΛΩΝΟΣ"
34019,"13811,45","ΛΕΥΚΑΔΑΣ ΚΑΡΙΩΤΩΝ"
01003,"18662,36","ΑΙΤΩΛΙΑΣ ΚΑΙ ΑΚΑΡΝΑΝΙΑΣ ΑΓΓΕΛΟΚΑΣΤΡΟΥ"
05087,"126903,992","ΑΤΤΙΚΗΣ ΜΑΡΑΘΩΝΟΣ"
44070,"70619,725","ΣΕΡΡΩΝ ΛΕΥΚΩΝΟΣ"
46023,"214066,572","ΦΘΙΩΤΙΔΑΣ ΑΤΑΛΑΝΤΗΣ"
38029,"903937,005","ΠΕΛΛΑΣ ΕΔΕΣΣΗΣ"
20023,"512482,1735","ΙΩΑΝΝΙΝΩΝ ΑΝΑΤΟΛΗΣ"
34026,"452122,983","ΛΕΥΚΑΔΑΣ ΛΕΥΚΑΔΟΣ"
05058,"1294023,8741","ΑΤΤΙΚΗΣ ΚΑΙΣΑΡΙΑΝΗΣ"
05052,"263875,437","ΑΤΤΙΚΗΣ ΖΕΦΥΡΙΟΥ"
29077,"21996,118","ΚΥΚΛΑΔΩΝ ΜΕΓΑΛΟΧΩΡΙΟΥ"
05006,"415409,364","ΑΤΤΙΚΗΣ ΑΓΙΟΥ ΣΤΕΦΑΝΟΥ"
21033,"2256,54","ΚΑΒΑΛΑΣ ΛΕΚΑΝΗΣ"
21071,"314071,364","ΚΑΒΑΛΑΣ ΧΡΥΣΟΥΠΟΛΕΩΣ"
23044,"69069,615","ΚΑΣΤΟΡΙΑΣ ΜΕΣΟΠΟΤΑΜΙΑΣ"
34033,"19199,54","ΛΕΥΚΑΔΑΣ ΠΛΑΤΥΣΤΟΜΩΝ"
01120,"851,98","ΑΙΤΩΛΙΑΣ ΚΑΙ ΑΚΑΡΝΑΝΙΑΣ ΛΥΣΙΜΑΧΕΙΑΣ"
35071,"168524,93","ΜΑΓΝΗΣΙΑΣ ΣΚΙΑΘΟΥ"
05123,"308138,342","ΑΤΤΙΚΗΣ ΠΙΚΕΡΜΙΟΥ"
25033,"7558,74","ΚΕΦΑΛΛΗΝΙΑΣ ΚΟΥΒΑΛΑΤΩΝ"
28018,"191174,688","ΚΟΡΙΝΘΙΑΣ ΒΡΑΧΑΤΙΟΥ"
05045,"651912,344","ΑΤΤΙΚΗΣ ΔΡΑΠΕΤΣΩΝΑΣ"
22009,"9436,17","ΚΑΡΔΙΤΣΑΣ ΑΓΝΑΝΤΕΡΟΥ"
05003,"3314661,0715","ΑΤΤΙΚΗΣ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ"
09014,"1935895,8777","ΔΡΑΜΑΣ ΔΡΑΜΑΣ"
16007,"13696,04","ΗΜΑΘΙΑΣ ΒΕΡΓΙΝΗΣ"
18026,"544863,934","ΘΕΣΠΡΩΤΙΑΣ ΗΓΟΥΜΕΝΙΤΣΗΣ"
25037,"157925,075","ΚΕΦΑΛΛΗΝΙΑΣ ΛΗΞΟΥΡΙΟΥ"
34031,"45223,01","ΛΕΥΚΑΔΑΣ ΝΥΔΡΙΟΥ"
05147,"4544004,6285","ΑΤΤΙΚΗΣ ΧΑΛΑΝΔΡΙΟΥ"
28017,"12344,224","ΚΟΡΙΝΘΙΑΣ ΒΟΧΑΪΚΟΥ"
05046,"482670,777","ΑΤΤΙΚΗΣ ΔΡΟΣΙΑΣ"
02054,"3099,94","ΑΡΓΟΛΙΔΑΣ ΝΕΟΥ ΡΟΕΙΝΟΥ"
21007,"60012,178","ΚΑΒΑΛΑΣ ΑΜΥΓΔΑΛΕΩΝΟΣ"
26059,"5419,82","ΚΙΛΚΙΣ ΠΕΥΚΟΔΑΣΟΥΣ"
19091,"816231,117","ΘΕΣΣΑΛΟΝΙΚΗΣ ΠΑΝΟΡΑΜΑΤΟΣ"
05033,"2048362,635","ΑΤΤΙΚΗΣ ΒΟΥΛΑΣ"
25018,"5566,97","ΚΕΦΑΛΛΗΝΙΑΣ ΔΙΛΙΝΑΤΩΝ"
47046,"452,25","ΦΛΩΡΙΝΑΣ ΛΕΥΚΩΝΟΣ"
13050,"990,97","ΕΥΡΥΤΑΝΙΑΣ ΜΟΥΖΙΛΟΥ"
05074,"188035,351","ΑΤΤΙΚΗΣ ΚΡΥΟΝΕΡΙΟΥ"
03225,"1828334,187","ΑΡΚΑΔΙΑΣ ΤΡΙΠΟΛΕΩΣ"
19043,"937252,7445","ΘΕΣΣΑΛΟΝΙΚΗΣ ΘΕΡΜΗΣ"
19114,"1467517,644","ΘΕΣΣΑΛΟΝΙΚΗΣ ΣΥΚΕΩΝ"
27005,"5092,382","ΚΟΖΑΝΗΣ ΑΓΙΟΥ ΧΡΙΣΤΟΦΟΡΟΥ"
