41111,31056,"ΡΕΘΥΜΝΗΣ ΡΕΘΥΜΝΗΣ"
05028,45589,"ΑΤΤΙΚΗΣ ΑΧΑΡΝΩΝ"
40061,3349,"ΠΡΕΒΕΖΑΣ ΦΙΛΙΠΠΙΑΔΟΣ"
09025,51,"ΔΡΑΜΑΣ ΚΕΦΑΛΑΡΙΟΥ"
05104,75390,"ΑΤΤΙΚΗΣ ΝΕΑΣ ΣΜΥΡΝΗΣ"
05071,46910,"ΑΤΤΙΚΗΣ ΚΟΡΥΔΑΛΛΟΥ"
45130,36601,"ΤΡΙΚΑΛΩΝ ΤΡΙΚΚΑΙΩΝ"
45103,11,"ΤΡΙΚΑΛΩΝ ΠΑΤΟΥΛΙΑΣ"
45081,117,"ΤΡΙΚΑΛΩΝ ΜΕΓΑΛΩΝ ΚΑΛΥΒΙΩΝ"
19047,66985,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΚΑΛΑΜΑΡΙΑΣ"
19094,13630,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΠΕΡΑΙΑΣ"
06167,141866,"ΑΧΑΙΑΣ ΠΑΤΡΕΩΝ"
39030,626,"ΠΙΕΡΙΑΣ ΜΑΚΡΥΓΙΑΛΟΥ"
05116,160223,"ΑΤΤΙΚΗΣ ΠΕΙΡΑΙΩΣ"
05148,32163,"ΑΤΤΙΚΗΣ ΧΟΛΑΡΓΟΥ"
05121,46450,"ΑΤΤΙΚΗΣ ΠΕΤΡΟΥΠΟΛΕΩΣ"
31013,772,"ΛΑΡΙΣΑΣ ΑΜΠΕΛΩΝΟΣ"
05054,63903,"ΑΤΤΙΚΗΣ ΗΛΙΟΥΠΟΛΕΩΣ"
05041,90619,"ΑΤΤΙΚΗΣ ΓΛΥΦΑΔΑΣ"
47022,14,"ΦΛΩΡΙΝΑΣ ΒΑΛΤΟΝΕΡΩΝ"
47065,15,"ΦΛΩΡΙΝΑΣ ΠΕΔΙΝΟΥ"
25071,374,"ΚΕΦΑΛΛΗΝΙΑΣ ΦΑΡΑΚΛΑΤΩΝ"
05103,1894,"ΑΤΤΙΚΗΣ ΝΕΑΣ ΠΕΡΑΜΟΥ"
29085,5088,"ΚΥΚΛΑΔΩΝ ΜΥΚΟΝΙΩΝ"
34037,134,"ΛΕΥΚΑΔΑΣ ΤΣΟΥΚΑΛΑΔΩΝ"
34019,190,"ΛΕΥΚΑΔΑΣ ΚΑΡΙΩΤΩΝ"
23040,359,"ΚΑΣΤΟΡΙΑΣ ΜΑΥΡΟΧΩΡΙΟΥ"
19117,7271,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΤΡΙΑΝΔΡΙΑΣ"
19125,10022,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΩΡΑΙΟΚΑΣΤΡΟΥ"
34020,249,"ΛΕΥΚΑΔΑΣ ΚΑΡΥΑΣ"
34032,38,"ΛΕΥΚΑΔΑΣ ΠΗΓΑΔΗΣΑΝΩΝ"
01021,1159,"ΑΙΤΩΛΙΑΣ ΚΑΙ ΑΚΑΡΝΑΝΙΑΣ ΑΙΤΩΛΙΚΟΥ"
01003,244,"ΑΙΤΩΛΙΑΣ ΚΑΙ ΑΚΑΡΝΑΝΙΑΣ ΑΓΓΕΛΟΚΑΣΤΡΟΥ"
02032,134,"ΑΡΓΟΛΙΔΑΣ ΚΕΦΑΛΑΡΙΟΥ"
29090,142,"ΚΥΚΛΑΔΩΝ ΠΑΓΟΥ"
04029,127,"ΑΡΤΑΣ ΚΑΜΠΗΣ"
05020,11836,"ΑΤΤΙΚΗΣ ΑΝΩ ΛΙΟΣΙΩΝ"
41026,87,"ΡΕΘΥΜΝΗΣ ΑΡΓΥΡΟΥΠΟΛΕΩΣ"
41129,66,"ΡΕΘΥΜΝΗΣ ΧΡΟΜΟΝΑΣΤΗΡΙΟΥ"
41028,138,"ΡΕΘΥΜΝΗΣ ΑΡΜΕΝΩΝ"
20285,2090,"ΙΩΑΝΝΙΝΩΝ ΣΤΑΥΡΑΚΙΟΥ"
